rep,n,cvd_rank,cvd_importance,pval_cvd,reject,error
93,1000,15.0,0.0,0.0003655015533118604,1,
93,2000,9.0,0.0144,3.631002117914721e-06,1,
93,5000,1.0,0.6160985747975217,6.52382369080006e-10,1,
1,200,15.0,0.0,0.7839630881073654,0,
1,500,15.0,0.0,0.024235554597008095,1,
1,1000,15.0,0.0,0.002838083266203636,1,
1,2000,7.0,0.01089325150380068,6.195314729360567e-06,1,
1,5000,1.0,0.5927137135808557,6.379174543272636e-08,1,
9,200,15.0,0.0,0.7777660818909924,0,
9,500,15.0,0.0,0.10006143550528951,0,
9,1000,15.0,0.0,0.0014405235424258614,1,
9,2000,9.0,0.01616417965080101,0.0003214405661520642,1,
9,5000,1.0,0.5833940759305443,2.8443419421069064e-07,1,
10,200,15.0,0.0,0.07331873666737694,0,
10,500,15.0,0.0,0.44749483735676665,0,
10,1000,15.0,0.0,0.003990762696765388,1,
10,2000,7.0,0.011596041923400725,8.111009759796455e-06,1,
10,5000,1.0,0.5864553487280032,3.421688077368037e-08,1,
22,200,15.0,0.0,0.39431663316866883,0,
22,500,15.0,0.0,0.21378073085387211,0,
22,1000,15.0,0.0,0.00396194341001262,1,
22,2000,8.0,0.010185365853658536,0.00014697756748210944,1,
22,5000,1.0,0.48851292849794264,6.852426782461187e-06,1,
36,200,15.0,0.0,0.37537702317635724,0,
36,500,15.0,0.0,0.001960940763946269,1,
36,1000,15.0,0.0,0.0316482821514345,1,
36,2000,6.0,0.024234146341463415,0.00479603350475384,1,
36,5000,1.0,0.6413231105200337,7.658761666406538e-13,1,
43,200,15.0,0.0,0.24202835095910125,0,
43,500,15.0,0.0,0.27688268479726325,0,
43,1000,15.0,0.0,0.0006463300408413817,1,
43,2000,9.0,0.00878048780487805,0.03086766881029759,1,
43,5000,1.0,0.4835624998100754,1.7619138135681917e-06,1,
68,200,15.0,0.0,0.08903145015854265,0,
68,500,15.0,0.0,0.010320850337926192,1,
68,1000,15.0,0.0,9.818955436832364e-05,1,
68,2000,16.0,0.0,0.0002983365081372215,1,
68,5000,1.0,0.5910437874514896,4.365065227469723e-11,1,
75,200,15.0,0.0,0.028087126214504713,1,
75,500,15.0,0.0,0.008289849086923247,1,
75,1000,15.0,0.0,0.0004614498379169024,1,
75,2000,9.0,0.0010536585365853658,0.05963069849279111,0,
75,5000,1.0,0.5083845146757059,6.032186642480621e-07,1,
76,200,15.0,0.0,0.013937955515049923,1,
76,500,15.0,0.0,0.6648163560723255,0,
76,1000,15.0,0.0,0.09783086497419823,0,
76,2000,11.0,0.0010536585365853658,0.00031500174443698474,1,
76,5000,1.0,0.4959488928723183,3.3240147398832554e-07,1,
16,200,15.0,0.0,0.4958401649112082,0,
16,500,15.0,0.0,0.0011713658487303177,1,
16,1000,15.0,0.0,0.00019841595098834308,1,
16,2000,8.0,0.005973718566600374,3.3077751032630626e-05,1,
16,5000,1.0,0.6082043139687626,2.0916903564410355e-10,1,
24,200,15.0,0.0,0.914415428810425,0,
24,500,15.0,0.0,0.1713001066027801,0,
24,1000,15.0,0.0,0.1601494761510684,0,
24,2000,8.0,0.0077268292682926825,0.008871610537363468,1,
24,5000,1.0,0.6179304873510308,7.837299169150197e-10,1,
50,200,15.0,0.0,0.06695825228098434,0,
50,500,15.0,0.0,0.0010906785164586353,1,
50,1000,15.0,0.0,0.004676329589570087,1,
50,2000,8.0,0.010185365853658536,1.8601479617204456e-05,1,
50,5000,1.0,0.6066396534677045,5.312059225304805e-09,1,
60,200,15.0,0.0,0.8549133413088292,0,
